location,lat,lon,country,file
Las Vegas,36.17497,-115.13722,us,306
US,39.76,-98.5,us,306
Caesar's Palace,36.1143,-115.1731,us,306
Canada,60.10867,-113.64258,ca,306
Clacton,51.78967,1.15597,gb,306
London,51.50853,-0.12574,gb,307
London,51.50853,-0.12574,gb,307
London Guildhall School,51.519744,-0.091088,gb,307
Ireland,53.0,-8.0,ie,307
Dunshaughlin,53.5125,-6.54,ie,307
Guildhall School of Music,51.519744,-0.091088,gb,307
London,51.50853,-0.12574,gb,307
Fitzwilliam Place,53.333352,-6.252607,ie,307
Feis Ceoil,53.34146,-6.273178,ie,307
Convention Centre,53.34753,-6.23907,ie,307
Rathbeggan,53.46772,-6.50947,ie,307
Dublin,53.33306,-6.24889,ie,307
Dublin,53.33306,-6.24889,ie,307
Dublin,53.33306,-6.24889,ie,307
St Patrick’s,53.512869,-6.54104,ie,307
St Seachnails Church,53.512869,-6.54104,ie,307
National Concert Hall,53.334878,-6.258576,ie,307
Poland,52.0,20.0,pl,307
Dunshaughlin,53.5125,-6.54,ie,307
Feis Ceoil,53.34146,-6.273178,ie,307
Astana,51.1801,71.44598,kz,308
Almaty,43.25667,76.92861,kz,308
UAE,23.75,54.5,ae,308
Kazakhstan,48.0,68.0,kz,308
Kazakhstan,48.0,68.0,kz,308
East Yorkshire,53.91667,-0.5,gb,309
Craven Cottage,51.4749,-0.2217,gb,309
KCOM Stadium,53.746499,-0.367965,gb,309
CHU,43.631938,3.849992,fr,310
Montpellier,43.61092,3.87723,fr,310
Béziers,43.34122,3.21402,fr,310
Ayodhya,26.79909,82.2047,in,311
NEW DELHI,28.65195,77.23149,in,311
Zimbabwe,-19.0,29.75,zw,312
Third street,-17.827804,31.052519,zw,312
Third Street,-17.827804,31.052519,zw,312
Third Street,-17.827804,31.052519,zw,312
Third Street,-17.827804,31.052519,zw,312
Harare,-17.82772,31.05337,zw,312
Germany,51.5,10.5,de,313
UK,54.75844,-2.69531,gb,313
London,51.50853,-0.12574,gb,313
Malta,35.91667,14.43333,mt,313
Malta,35.91667,14.43333,mt,313
Brazil,-10.0,-55.0,br,314
USA,39.76,-98.5,us,314
Visbek,52.83333,8.31667,de,314
Germany,51.5,10.5,de,314
Germany,51.5,10.5,de,314
Japan,35.68536,139.75309,jp,314
Turkish,39.0,35.0,tr,314
Ankara,39.91987,32.85427,tr,314
Turkey,39.0,35.0,tr,314
Turkish,39.0,35.0,tr,314
Turkish,39.0,35.0,tr,314
Turkish,39.0,35.0,tr,314
Turkey,39.0,35.0,tr,314
South Africa,-29.0,24.0,za,318
European,48.69096,9.14062,nan,318
Stockholm,59.33258,18.0649,se,318
Taiwan,24.0,121.0,tw,318
New York,40.71427,-74.00597,us,318
Spain,40.0,-4.0,es,318
London,51.50853,-0.12574,gb,318
Northwest Cancer Centre,54.986415,-7.291856,gb,319
Northern Trust,54.890467,-7.882604,ie,319
Western Trust,54.848586,-7.084168,gb,319
Republic,53.0,-8.0,ie,319
Macmillan Support Centre,54.986415,-7.291856,gb,319
Agnes Jones House,54.986415,-7.291856,gb,319
Northern Ireland,54.5,-6.5,gb,319
Altnagelvin Hospital,54.986415,-7.291856,gb,319
Health and Wellbeing Campus,54.986415,-7.291856,gb,319
Derry,54.9981,-7.30934,gb,319
